,id,POI/street
48197,48197,wayang seputih permai/tanjungdalam duren sel. kel. grogol petamburan
48198,48198,sedana square/aulia residence garden residence 12 cengkareng
48199,48199,jl. jendral sudir/sudirman kav 5 6 (menara astra) shorum mobil auto 2000 sudirman
48200,48200,kostrad lestari/lestari unter ll
48201,48201,"nomura nomura nomura/ac yani,"
48202,48202,raya leuwina/leuwina no 27 asrama yatim & dhuafa
48203,48203,palotot tamansari/aulia 144 ismaya
48204,48204,"jeruksari perasku murni,/komplek grahadika nusaloka perum."
48205,48205,gg. dah vi marga mulya/mulya bekasi utara
48206,48206,ghoni bakery/palotot & unter aulia ll 8 binexa residence 60185
48207,48207,aneka masakan medika/medika gayamsari
48208,48208,junti gir 90/90 bojongkunci pameungpeuk
48209,48209,kuripan purwodadi/
48210,48210,rhury cellular/
48211,48211,karang te/tengah kary i 18 5 karang tengah
48212,48212,"imperium, selular/gatot subroto s, e knalpot julukanaya p,"
48213,48213,rt 2 3 ta/jagi i
48214,48214,balige turun/
48215,48215,moln aneka rasanae/tubagus ismail palotot
48216,48216,bint per/per raya no 73 rt 5 3 pesanggrahan pesanggrahan
48217,48217,a ilir no 104 pejuang/pejuang rt 1 rw 7 medan satria
48218,48218,toko-ho anugrah jayalas/
48219,48219,"notaris h. alisha arben sh,/swadaya siak hulu"
48220,48220,pasir gunung selatan bak 16451 ci/cimanggis
48221,48221,palotot lamongan/toilet aryono
48222,48222,ber toko/toko peru 230
48223,48223,pusat kesehatan pembantu beji/
48224,48224,ma'sum baituttolibin/
48225,48225,relife greenville cluster flowerville/flowerville blok f18 kel cikarageman kec. setu kab. bekasi
48226,48226,swad rawa bin/bin bambu apus cipayung
48227,48227,seka el 7/7 sidoarjo
48228,48228,waluyo warung/aulia 38 pt.era tulusrejo jayalas binexa 12 koja
48229,48229,0 dairy queen/muda no 10 dairy queen rw 3 kebayoran lama
48230,48230,bhagas sinarmulya pt dem/dem sido mulyo buduran
48231,48231,grandpa's residence villas/cluster sukamulya palotot
48232,48232,kelapa dua wetan/wetan raya kel dua wet gg. taqwa 13 rt 7 6 13730 ciracas
48233,48233,/
48234,48234,"toko-ho furniture, simpang/"
48235,48235,"kebagusan iii,/50 garden residence cijerah kebagusan puskemas minggu"
48236,48236,"jorongkodra kotobaru hiling/nagari, sungaipenuh tarab"
48237,48237,muara dua angk 4 52 31113/31113 prabumulih timur
48238,48238,trisakti stasiun khoeriyah affa/hotel panwaslu ilir cibeureum setianagara
48239,48239,"cucinta steamboat pch purindo cikarang hijau,/cikarang podomoro"
48240,48240,hr technik/gangsar stasiun harun
48241,48241,"keboen ketjil smile keybi di, sukabi patokan. gadjah/"
48242,48242,mahrah permai/aulia 50 blok tinggi garden residence ampera kantin
48243,48243,"hs interior extensi adver/kutosari belitang iii,"
48244,48244,"gatot subroto,/kalipancur kel."
48245,48245,bankalan mandiri/
48246,48246,teratai ll/residence rawabadak podomoro 14 koja
48247,48247,"warung d, jual/masuk ir stasiun soekarno"
48248,48248,toko-ho sarimin unter/
48249,48249,sedap malam vii ranc/rancaekek wetan
48250,48250,kutabumi ta/taman kuta 4 15560 pasar kemis
48251,48251,safa pasirw/aulia 44 kel. berung
48252,48252,inhu tam/tamarunang somba opu (upu)
48253,48253,grogol cem 102 16514/16514 limo
48254,48254,setu indah 92 16451 ci/cimanggis
48255,48255,sum waras 8/8 sariharjo ngaglik
48256,48256,rejosari muteran amalia/51353 kangkung
48257,48257,panja pe/pesantren
48258,48258,taman kalongan no 5 krem/krembangan selatan 4
48259,48259,perumahan wahana/wahana blok f14 no 17 kel. sukadami
48260,48260,novan cell selagai/selagai lingga
48261,48261,cipedes gg./gg. suma no 37 sukajadi
48262,48262,pet ii 9 rt 12 rw 3 petamburan tanah a/12 rw 3 petamburan tanah abang
48263,48263,cibangkong cintapuri indomaret/aulia 93 batununggal
48264,48264,sidom i c/c kenjeran
48265,48265,kayuara ombun sudirman/aulia 403 22733 padangbujur sidempuan podomoro (padangsidimpuan)
48266,48266,cibangkong cinta asih utara 184 batunung/batununggal
48267,48267,"rungkut asri, podomoro net/75 cijerah kalijogo lor lor"
48268,48268,amar lengkong gudang/gudang kel.
48269,48269,pejagalan panggang tubagus angke/rt.10 garden 12 binexa terminal penjaringan
48270,48270,mera 73 teluk lerong ulu/ulu sungai kunjang
48271,48271,tarumanegara utama/utama banyuanyar rt 3 9 banjarsari
48272,48272,perumahan setara/setara blok 6 no 25a
48273,48273,rt o6 rw o1 (la/(lapangan pojok ke. selatan rumah bu ratijo)
48274,48274,beach plaza viii/
48275,48275,maradekaya selatan/selatan vete utara 310a 90141 makassar
48276,48276,villa prasadha/prasadha jalan suka damai
48277,48277,kebag iii kebagusan/kebagusan pasar minggu
48278,48278,irigasi harapan j/acacia jayalas bekasi podomoro
48279,48279,"satelit ayam, aromantai malam/jendral sudirman"
48280,48280,p. sumba 7 aren jaya/jaya bekasi timur
48281,48281,/
48282,48282,manggahang sind/sind sari 40375 baleendah
48283,48283,bakso telkom utomo/tukangan aulia 9b
48284,48284,mayang sukariana/yosowilangun lorena yosowilangun
48285,48285,gunung kebayoran/tuah ii no 21 rt 2 4 gunung kebayoran baru
48286,48286,patimura lorena 76 cellular/penjawi aulia 48
48287,48287,katulampa muti bogor/bogor raya no 17 rt 2 16 16144 bogor timur - kota
48288,48288,ibu markuat perum dirgantara permai/ibu markuat perum dirgantara permai
48289,48289,taman asri vii no 6/6 banjarejo taman
48290,48290,pon pakul no 9 rt 6 rw 5 pakualam/pakualam serpong utara
48291,48291,gemb sawah iii kapasan/kapasan simokerto
48292,48292,"kramat sokaraja/31 kramatjaya residence senen,"
48293,48293,jln. palawija no 2b lingk. ta/taman kapitan kelurahan taman sari ampenan mataram ntb
48294,48294,ben 6 makamhaji/makamhaji kartasura
48295,48295,raya bumi kahur indah 3/3 sukatani
48296,48296,7 war ibu paeni/ii no 47 war ibu paeni rw 7
48297,48297,pekalangan 27 pekali/pekalipan
48298,48298,pasiranji putih jinj/hotel sawangan
48299,48299,bengkel lasona bubut/lines. sumatera kuning abung sel.
48300,48300,kadipaten kadip ku/kulon 47 55132 kraton
48301,48301,dpd partai gerindra/gerindra kabupaten gubernur suryo no 48 63319 magetan
48302,48302,masuk gita fitrianti/komplek kanau jayalas julukanaya alalak
48303,48303,perintis metalindo/kedoya kompleks palotot
48304,48304,palotot kelapa hybr/ampera pegangsaan dasar garden 12 agency kelapa floor
48305,48305,sidodadi sido/sido no 9 22a 3
48306,48306,mataram marga/marga raya margam
48307,48307,pab utara nyamplungan pabean cant/cantikan
48308,48308,anang cellular/
48309,48309,"radja cellular/p., sudirman"
48310,48310,"platinum village sportindo/ipda tut harsono,"
48311,48311,ziddan cellular/
48312,48312,alalak sela/selatan hksn no 62 70124
48313,48313,kebon pedes/pedes pon rump gg. tawes 14 rt 4 5 tanah sereal
48314,48314,tamansari palotot/
48315,48315,tk ayanah sofia/swasta warung cijerah kebonsari bawang
48316,48316,38 lubang buaya 12/
48317,48317,abri laundry/palotot kedunglo
48318,48318,gapurosukolilo vete g/gresik
48319,48319,pahl no 73 54311 kebu/54311 kebumen
48320,48320,ancol bkr 112 re/regol
48321,48321,ban 229 rt 4 2/2 prabumulih timur
48322,48322,rs. polri 24 kramat/kramat jati rt 3 4 kramat jati
48323,48323,laladon jayalas wijaya mm/palotot lalapan
48324,48324,kedamaian cempaka putih/aulia 34 tanjungdalam karangjati warung
48325,48325,parfum toko-ho buana/iskandar mudawali
48326,48326,sat 46 darat sekip pontianak/pontianak kota
48327,48327,ciwalen garut plaza lan 2 gun 328 garut/garut kota
48328,48328,"kedunggaleh jayalas cimanggu wates/10, blok sereal"
48329,48329,smping lapangan jembatan pendopo/
48330,48330,gg. mas pangebatan/pangebatan karanglewas
48331,48331,. hasb ii 8 angke/angke rt 5 6 tambora
48332,48332,gela raya gading/gading cempaka
48333,48333,mawar. ud/kie032 hajar dewantara
48334,48334,8 rt 1 1/28 rt 1 16 tapos
48335,48335,anp17 birdfarm lovebird/
48336,48336,1 rt 12/sun baru jaya 41 rt 12 rw 6 14360 tanjung priok
48337,48337,jatinegara pen 29 10/10 cakung
48338,48338,bojonggede k/kamp sawah 13
48339,48339,aulia 111 kostrad sukagalih/
48340,48340,a 1/nanggewer bint mas no 2
48341,48341,sukarame palotot jabalnur primadona global. sebelah/kie032 hajar dewantara
48342,48342,untung suroboyo/puskemas jero kel.
48343,48343,ngadi 1 no 25c perguruan ta/tamansiswa ngadirejo
48344,48344,kompleks adiarsa plaza/
48345,48345,padangsambian klod j per pad asri ii 6 den/denpasar barat
48346,48346,letj suprapto/aulia 222 kristi jatirejo
48347,48347,warung pojok/palotot jombang
48348,48348,rumah batik insantama teladan/baturaden palotot
48349,48349,warujayeng kel./
48350,48350,mdp transport/
48351,48351,acacia block9/mulya regency cluster acacia block9 no3
48352,48352,mutiara raya pagambiran ampalu nan xx lubuk be/begalung
48353,48353,pkbm melati/perumahan griya afdal tavan
48354,48354,kopra 9 ciangsana gunung/gunung putri
48355,48355,"tb, primadona keran/"
48356,48356,muteran kuti/51 cipinang muaraenim garden residence 11 kaum
48357,48357,rancamahi kendil/167 40123
48358,48358,"sanggar rias putri, unter/"
48359,48359,mushola baitulrido makmur/stasiun gemini sonco
48360,48360,kuta jaya/jaya raya villa rege ii 77 15560 pasar kemis
48361,48361,tk matahari kidswear center/kemala permai
48362,48362,hm sarb/sarb bumirejo kebumen
48363,48363,kamb pejaten barat/barat pasar minggu
48364,48364,rumah singapore nusantara/palotot padangbujur luwih
48365,48365,/
48366,48366,rambutan haji zen sarmili 64 rt 9 2/2 ciracas
48367,48367,palotot citratama/aulia 12 takoyaki shirokuma
48368,48368,gangsar kalijogo jayalas viii/
48369,48369,"griya asri, palotot/aulia city wartel fidia"
48370,48370,madrasah diniyah mukmin risa/
48371,48371,toko-ho yudha agency residence/
48372,48372,bulak b/banteng bulak bant bhin v 15 8 60127
48373,48373,warung zizan/kramat sumber city 45652 dukupuntang
48374,48374,krian jl. moj/moj rt 11 61262 krian
48375,48375,mute muteran permai/krembangan podomoro pabean cantikan
48376,48376,pulorejo ribera palotot 76 presisi teknol sebelah/jakarta setiajaya bekasi sel.
48377,48377,kb ceria beringin jaya simpang/simpang raya
48378,48378,"toko-ho mekarjaya h, ibrahim adjie/"
48379,48379,"puspasari dewi,/"
48380,48380,warung bungae palotot/puskemas minggu
48381,48381,karet kuningan profe dokter satpas/275 garden residence residence 12940 setiajaya hendrik
48382,48382,parungpung serab raden patah/42 garden mulia cijerah ciledug
48383,48383,aulia 52 kuning tinggi kel./
48384,48384,"toko-ho berasmart najwa/ac yani,"
48385,48385,war sop segar depan pkp-ri/pkp-ri raya lab majasari
48386,48386,pondok karya agung/agung blok baa 19
48387,48387,perumahan mahkota indah/indah blok gc 6 no 12 rt002 rw030 desa mangunjaya
48388,48388,f1 cellular/pekanbaru kuning
48389,48389,gg. san v dangin puri kangin den/denpasar utara
48390,48390,cinangka sawangan/
48391,48391,kawangu kickia/wadas telukjambe warung
48392,48392,jembatan stasiun sembako bumb/83666 sembalun
48393,48393,telkom stokis cjr/
48394,48394,man sabra iii/iii mulyorejo
48395,48395,ifix zte collec point gus/gus dur
48396,48396,palotot puskemas baruna. kadungora/talagasari sarimin
48397,48397,cluster sudirman ac dahrum/residence garden residence residence petir cipondoh
48398,48398,office rental soundlife system tipar palotot/
48399,48399,sdit mukmin ukhuwah pagaden subang/pulo neglasari sarimin pagaden
48400,48400,"purindo asri, perdana k3 residence kebun bibit banyumanik/binexa ampera"
48401,48401,"rumah makan tlogosari asri,/halimiyah perdana mrican"
48402,48402,perpustakaan daerah kabupaten alor/teluk mutiara
48403,48403,ledok vi mastary/79 bojonegoro
48404,48404,tamini wedi baruna./muteran xviii podomoro tambakrejo wedi kenjeran
48405,48405,17 margahayu binexa cikundul/
48406,48406,cipadung timur/
48407,48407,kebond mustofa/aulia 229 nafisha
48408,48408,tower casablanca mansion/lobby belakang lantai cikundul unitras 11
48409,48409,"adam, zacky jayalas/mirah delima terminal"
48410,48410,air mata/mata karang pao kel.
48411,48411,toko-ho catena aryani baruna./slamet riyadi
48412,48412,tji riwut no 102/102 kuala kurun
48413,48413,skincare origin-ho/
48414,48414,raya gedek - ploso 77 keboan ngus/ngusikan
48415,48415,kedaung aria/aria putra 146 pamulang
48416,48416,komplek puri citra g3 no12/no12 kelurahan pipitan
48417,48417,wisata bahasa capital/aarcpulau samosir
48418,48418,/
48419,48419,sejahtera aulia 21 pt.pri primadona makmuriyah/
48420,48420,jambe ban ke/keman banjarkemantren buduran
48421,48421,pancoran mas pit/pit raya 123 16436
48422,48422,"gereja advent indonesia,/stadion medan kuning"
48423,48423,"bebek ayam, belut sakinah/"
48424,48424,"postal indonesia,/tuah lapangan"
48425,48425,tamansari pendidikan al-qur'an ar rahmat/aulia 33 tanjungdalam pinangsori jambi warung
48426,48426,cengkareng timur the city res residence rukn hwii b boule/boule raya 102 rt 7 14 cengkareng
48427,48427,pt angksa pura (cargo area soe/soekarno-hatta international airport jkt)
48428,48428,jl jatil/jatil raya 11-19 jakasampurna rt 4 12 bekasi barat
48429,48429,komplek griya pemurus unter/tatah pemangkih laut kel.
48430,48430,taman lansia pik kawa/kawasan
48431,48431,toko-ho plastik darul karyabaru plastik jatimekar palotot/jatirejo mulyasari
48432,48432,"jelambar madya/875 jelambar garden 8 10, grogol petamburan"
48433,48433,mongkonai barat.unjung/barat.unjung kota kg five taman marlina kios fariq
48434,48434,muza sa/saman
48435,48435,gun anyar kid gg. v no 11 gunung anyar 3 gunu/gununganyar
48436,48436,soto kriuk/batanghari anai
48437,48437,panorama bintang/cibeber ll
48438,48438,raja purba perda/perdagangan i bandar
48439,48439,fahmi cellular semoet/karangjati polres senduro
48440,48440,gg. dah 14/14 kuta kuta
48441,48441,bint ixc/ixc bekasi barat
48442,48442,irian jayalas/
48443,48443,s&d food indonesia sebelah/palotot ngawi-c aulia 245 63154
48444,48444,gunungsari jl./jl. kalikib
48445,48445,min upa/upa blok d12 18 gunung sari rt 5 rw 7 rappocini
48446,48446,warungmakan minuman kerja griya/
48447,48447,boj raya/raya merd sukmajaya
48448,48448,perumahan pondok rini jaya/jaya blok a no.7 jalan utan jaya rt 09 rw 04 kelurahan pondok jaya k
48449,48449,profile masuk hamka/
48450,48450,toko-ho listrik/palotot bojong rental jatirejo mulyasari kosambi
48451,48451,masjid mukmin aminudin/aulia ampera binexa 8
48452,48452,gunung pengawas supiani/
48453,48453,yeh gan i gubug ta/tabanan
48454,48454,/
48455,48455,dip 148 klo/klojen klojen
48456,48456,mel 4/4 setia asih tarumajaya
48457,48457,"kedungmundu sambigede/10, binexa residence tembalang"
48458,48458,"grogol dokter muwa iii, cholay/aulia 37a garden kompleks mulia 11450 grogol petamburan"
48459,48459,akses 44 harapan jaya rt 3 rw 18/18 bekasi utara
48460,48460,prambanan jayalas group. sebelah/
48461,48461,sido iv 28 5 sidodadi/sidodadi simokerto
48462,48462,majeluk taklim pulo ibu daarus/papan masjid mekarjaya sarimin
48463,48463,tel mas vii rt 7 14 harapan baru/baru bekasi utara
48464,48464,angkasa 45/
48465,48465,"kupat tahuna, pade/merdeka pangandaran"
48466,48466,"industrial usaha, repair/kembang sepeda masjid ivory johar baruna."
48467,48467,cibatu tiga/tiga transyogi 9 16840 cariu
48468,48468,k jaya nn 44/44 rt 3 6 periuk
48469,48469,tib sari padangsambian kaja den/denpasar barat
48470,48470,manukan lorena/aulia 14 binexa residence
48471,48471,jeru turen/
48472,48472,kp. lembur sawah rt 03 rw 12 kelurahan utama kecamatan cimahi selatan/selatan kota cimahi
48473,48473,cluster kebond surgi tugu mangun. selatan/keluhan garden mulia 11
48474,48474,singo sido/sidokare rejoso
48475,48475,palotot servis/aulia residence cikupa
48476,48476,candiloka permai/mustika jayalas
48477,48477,r padema iii 11/iii 11 rt 2 2 pademangan
48478,48478,"air, hitam muteran h. huripz residence/residence food, uluale"
48479,48479,gg. arj/arj jati wetan jati
48480,48480,kap 17 setono je/jenangan
48481,48481,notoprajan su/suron 4 55262
48482,48482,"pakistaji vi 8/terminal wonokromo,"
48483,48483,kali baru ant/ant raya 9 rt 12 rw 10 17124 medan satria
48484,48484,bufat sumarah flower palotot bandungan/
48485,48485,kebagusan joe rt 8 4/4 pasar minggu
48486,48486,lagoa rt 1/54 lagoa rt 1 rw 10 koja
48487,48487,toko-ho dahr/batas kampar-ban
48488,48488,jembatan samanhudi/
48489,48489,terminal canon terusan jakarta/
48490,48490,src pinari/
48491,48491,sugeng dinamo/
48492,48492,harm 1 tebalo/tebalo manyar
48493,48493,optik kartika/pintu besitang residence
48494,48494,musholla mukmin husaini/
48495,48495,sindangbarang sind bar pi/pilar 1 7
48496,48496,/
48497,48497,war kiki/kiki supri
48498,48498,jl. ra curah kalak curah kalak jang/jangkar
48499,48499,palotot lapan/aulia c1 kompleks bakmi jogja mbah gareng
48500,48500,kamp priy 71/71 pondok jagung serpong utara
48501,48501,danau batur iv 154 ab/abadijaya sukmajaya
48502,48502,pejaten barat ramb 8 rt 4 6 12510/12510 pasar minggu
48503,48503,dzaki al-haq abdullah/permata sepatuku
48504,48504,jua 7g no 33 air hitam sa/samarinda ulu
48505,48505,arena 111 16423/16423 beji
48506,48506,ciputri beng cat/cat airbrush
48507,48507,perumahan griya parahita bsd lebak a8 23 stasiun kadusirung/
48508,48508,ked raya no 17 kedoya selatan rt 1 3/3 kebon jeruk
48509,48509,"salemah palotot/a, residence setiajaya hendrik"
48510,48510,emerald residence no.7/tamansari dayu
48511,48511,tina orima/aulia residence j&t triasih
48512,48512,oepura terminal david/
48513,48513,queen fashion/
48514,48514,"mie, ayam, masjid bufat katingan/palotot glodok-"
48515,48515,belimbing jambu no 15 bon/bontang barat
48516,48516,graha mas/mas mangunjaya tambun selatan
48517,48517,smping lapangan residence/melati supeno tegalsari warung
48518,48518,batuceper abdul ha/halim 45-49 batuceper
48519,48519,"wijaya motorindo/ruko, orlane arcade residence"
48520,48520,baturiti ceper/kebonsari kelapa gambir
48521,48521,pasar palur g.14 jl. solo - sra ngringo/ngringo karanganyar
48522,48522,toko-ho idola sportindo/masuk sutera 28132
48523,48523,poros malang ringroad cellular/tamarunang somba opu (upu)
48524,48524,sidoarjo mulyoarum pp.asadul islamiyah/
48525,48525,jamba baru iii jam/jambangan jambangan
48526,48526,condongcatur gg. jemb./jemb. merah 24-85 depok
48527,48527,husni hamidiyah/18-42 nagasari karawang plaza
48528,48528,pekojan ged/ged panj ii 37 10 tambora
48529,48529,apartemen kali/kalibata city tower sakura 10bd
48530,48530,"bakmitopia greencell terrace,/tamansari ministry indonesia, unter"
48531,48531,jl. griya pamu 2 25/25 pondok benda pamulang
48532,48532,jln menteng jaya rt 13 08 no 05 ja/jakarta pusat 10310 seberang pasar rumput
48533,48533,raden saleh 04 sukma/sukmajaya sukmajaya
48534,48534,mahad al-muslimun/meninting baturiti layar
48535,48535,"tamansari baroqah nusantara, cluster mariwati no.km terminal/kec.dolo sukaresmi"
48536,48536,jembar ahmadiyah indonesia/erlangga palotot
48537,48537,sukodadi kms. haji ateh i 2355 30961 su/i 2355 30961 sukarami
48538,48538,genjot kendil musholla arsan/
48539,48539,pet ii 18 petamburan rt 9 rw 3 tanah a/abang
48540,48540,"jatijajar perumahan jatijajar/35, garden residence 14 tapos"
48541,48541,aulia c5/
48542,48542,abiansemal me/melon 7 abiansemal
48543,48543,ladang makmur pejaj/sumberagung sarimin
48544,48544,layur b/bangil
48545,48545,gading kapas madya barat vii 14 1 60129 tambak/tambaksari
48546,48546,koperasi kumala unima darmin/
48547,48547,balerejo kel./balerejo agung dempet
48548,48548,pejaten plaza niagatama/11 binexa mulia 12510 puskemas minggu
48549,48549,gedong meneng gg. so/somad 13 35148
48550,48550,ss sports/
48551,48551,bakso paeri jendral sudirman/
48552,48552,toko-ho aghfar ariabima medika/
48553,48553,dok setia no 11/11 pondok kacang timur pondok aren
48554,48554,/
48555,48555,tanjung hulu gg. 86 1 78242/78242 pontianak timur
48556,48556,"merdeka simpang empat,/cantika collection"
48557,48557,sul has baru ilir balikpa/balikpapan barat
48558,48558,sd lapangan ciputat 05 limaran benua julukanaya/
48559,48559,ciku ci/cikutra cibeunying kidul
48560,48560,one cell kamil 2 harja/harjamukti
48561,48561,bakso cintapuri/pelabuhan residence
48562,48562,maho gg. ii 1/1 lagoa 14 koja
48563,48563,morokrembangan gadu u/utara i a 1 rw 5 60178
48564,48564,puri 247/247 kota matsum iv
48565,48565,sukorejo raya tla/tla 51363 sukorejo
48566,48566,/
48567,48567,deres jl. wr. gant gg. setia warga 9/9 rt 5 6 kalideres
48568,48568,bambe dukuh menan 30 dukuh menang/menanggal 8
48569,48569,riung arum barat 12 cisaranten kidul/kidul kel. gedebage
48570,48570,ilingan bona 230/230 rt 3 3 cakung
48571,48571,gar 83/83 labuhan badas
48572,48572,suryalaya kencana aulia 80 galeri cellular/
48573,48573,pool primajasa cluster re martadinata no.19/
48574,48574,ebony julukanaya/
48575,48575,"utama, salafy/palotot & perum. mulia"
48576,48576,aryag cv/
48577,48577,pepper lunch/podomoro lifestyle tanjungdalam duren sel.
48578,48578,asrama tni-ad sukarame garut/
48579,48579,blok pasiranji/aulia 45k cv binatang setiajaya garden mulia terminal
48580,48580,jl mangga dua/dua raya rt2 rw4 no 8 mandiri motor bwh halte pangeran jayakarta
48581,48581,gang para cob/coblong
48582,48582,kebon bawang xvb/xvb no.5b rt.018 rw.002
48583,48583,medan baik tluk kualo inderapura airpura/kab. pesisir sel.
48584,48584,kantor kantor cipawon/53382 bukateja
48585,48585,ko pi san/san sedau singkawang selatan
48586,48586,sun l/lari ujuna
48587,48587,"ac yani,/danesha fashion"
48588,48588,citratama permata/139 batulicin batulicin
48589,48589,capital arisman/
48590,48590,teru buah batu batunung/batununggal kel. bandung kidul
48591,48591,"belitang iii,/"
48592,48592,drop zone laundry kubu anyar 1/1 kuta
48593,48593,perum rawa mas jomin barat ci/cikampek
48594,48594,smirna travel. sebelah satpas/
48595,48595,torgamba agenpos jne/bagan batang sumut 21572
48596,48596,manukan kulon manukan karyabaru/aulia 33 kompleks tandes
48597,48597,"masjid tamansari rempoa unter palembang ministry lebak p,/"
48598,48598,"ayam, bangkala pakcik untung/bencorejo banyuurip"
48599,48599,/
48600,48600,"knalpot h, azh/11 uluale kel. sasak uluale ll"
48601,48601,pandantoyo pegir pan te/temayang
48602,48602,let supr 11/11 sidoharjo pacitan
48603,48603,i. gusti ngunut raisha/gangsar 8 bago tulungagung
48604,48604,kali ten vii kali/kalibata pancoran
48605,48605,kaff kline/duren tigadis selatan
48606,48606,smanusa 21 medan/medan denai
48607,48607,rm padang ambo agrojati/
48608,48608,medan plaza/
48609,48609,danau tambli iii 14 jimbaran kuta/kuta selatan
48610,48610,tb sim 44 kebagusan rt 2 2/2 pasar minggu
48611,48611,wisata bungkit/bungkit mas2 cluster grand palais g2-11
48612,48612,simpangan graha cika 2 17530 ci/cikarang utara
48613,48613,sawah lio jem/jembatan lima
48614,48614,mts swasta ta miftahul kepuhsari/
48615,48615,wanasari palem 6 no 17 13 17520 ci/cibitung
48616,48616,kebumen kel. poncol jendral sudirman/
48617,48617,bpr syariah insantama citarum arthasari jaya sebelah/curugsewu bojongsari
48618,48618,"penerbit nusaloka unter/kel. paupire ende tengah,"
48619,48619,paccerakkang keb 18 90254 bi/biring kanaya
48620,48620,greencell hill villas/cluster rajawali sakti
48621,48621,terusan sakinah pirates motor idm f2t0/
48622,48622,aulia 53 depeche/
48623,48623,cipamokolan jl. cip jl. riung band/band raya no 55 rancasari
48624,48624,selapajang jaya/jaya mars surya darma baru 68 15127 neglasari
48625,48625,batursari pes 3 20-25 mr/mranggen
48626,48626,"pt.era infomedia nusantara,/gd sriani ratutara"
48627,48627,toko-ho indah novaldi/jaksa tangsi supriadi aulia 117 ponorogo
48628,48628,pluit pluit/pluit kar sari iv 26 rt 1 16 14450 penjaringan
48629,48629,tempat pembu keru gendar wira/wiradesa
48630,48630,duren tiga duren ti sela rt.7 rt 11 3/3 pancoran
48631,48631,harapan palotot/aulia 38
48632,48632,mas al/al fatah
48633,48633,tamansari caribbean julukanaya city 11/citratama palotot
48634,48634,rumah singgah/cluster rengganis cluster wastukencana no.73
48635,48635,kapas lorena vi v/
48636,48636,cigedog h&d busana muslim/52264 kersana
48637,48637,global pengawas pemuda/bukik batabuah
48638,48638,tugu selatan plum/plum sem 61 rt 8 1 14260 koja
48639,48639,77 malaka sari rw/77 malaka sari rw 6 duren sawit
48640,48640,a1  43 pejuang/baru a1 43 pejuang medan satria
48641,48641,permata v/telukjambe warung
48642,48642,muaraenim dasar rumah makan harumanis manis/
48643,48643,tidar barat/barat karang besuki kel. sukun
48644,48644,ruko cemp mas 8 10640/10640 kemayoran
48645,48645,sumur pon no 178 rt 12 10 klender duren s/sawit
48646,48646,gun gal/gal raya 783 rt 7 rw 12 bintara jaya bekasi barat
48647,48647,gangsar pantai/
48648,48648,maharatu gg. sung 2/2 marpoyan damai
48649,48649,palotot brongkos/
48650,48650,sambi sul/sul agung 108 64176 ringinrejo
48651,48651,indom raya cibe cibenda/cibenda parigi
48652,48652,gg. han 61 kedung waringin/waringin bojonggede
48653,48653,tel warna 3 lowok/lowokwaru
48654,48654,bango no 2/2 kedaung barat sepatan timur
48655,48655,kal kaligelang/kaligelang kel.
48656,48656,l 9/panar kidul 9 rt 1 6
48657,48657,sungai bambu gemb 19 rt 9 1/1 tanjung priok
48658,48658,atari indah/indah kel. atari indah
48659,48659,n utan/utan panjang 3 kemayoran
48660,48660,"sebelah trisna sapta jayalas/p., diponegoro"
48661,48661,tirto utomo landungsari/landungsari kel.
48662,48662,"tamansari kuning masjid boulevard, 8/jembatan gajahmati madania"
48663,48663,panggang emir center noer/
48664,48664,darmin palotot/aulia 33 jernih
48665,48665,selajambe malaysian cupu cibadak rt01rw07/blambangan margaluyuu
48666,48666,sambirejo gajah/gajah raya 126 9 50166 gayamsari
48667,48667,"palotot hankam/l2 10, merisi toko-ho"
48668,48668,al tex am/ampenan utara
48669,48669,circle knalpot grahadika kapital residence/kemala residence bangka
48670,48670,ponti ii jaka mulya/mulya bekasi selatan
48671,48671,"toko-ho h, atops. palotot patriot/anjatan baruna."
48672,48672,sono kwijenan kel. kupang jayalas julukanaya/aulia 1 binexa cijerah 60189 sukomanunggal
48673,48673,warung sayur bi/bi saniri
48674,48674,kebon pedes/pedes pon rumput ujung 27 rt 5 5 16162 tanah sereal
48675,48675,dimple collection/
48676,48676,"basobob danone mie, ayam, masjid antonius/malaka mulia"
48677,48677,/
48678,48678,palotot pulorejo/pulosari kel. pulosari
48679,48679,"jatiwates permai/aulia 11 antapani tengah,"
48680,48680,soto gepeng masjid narafi/
48681,48681,bmt uas bangkala/bangkala seneng
48682,48682,"pt.era rajawali valasindo abadi,/jembatan dasar"
48683,48683,hamka no 68/hamka no 68 rt 3 2 larangan
48684,48684,warungmakan lik ceplek/karangjati talun kalidawir
48685,48685,barata department store/jenderal sudirman
48686,48686,kh. wahid has 202 jurang manggu timur/timur pondok aren
48687,48687,cluster jendral sudirman/sriani mulyoarum
48688,48688,arj purwod/purwodadi
48689,48689,/
48690,48690,/
48691,48691,smk binatang profile/kayuara putih selatan 6e
48692,48692,wara v 145 war/warakas rt 15 3 tanjung priok
48693,48693,lnexpress. jl./jl.raya kelapa dua wetan(griya triasih)no.42 rt rw 01 01
48694,48694,viking santoso/
48695,48695,puskesmas pisangan garden 07 jembatan blambangan karangpatri pebayuran kabila bekasi pebayuran/kab. bekasi
48696,48696,pucang karyabaru ll/residence batursari mranggen
48697,48697,bcd bark chic delicious gegerka/gegerkalong
